speed,outreach_ratio,mean_acceleration,distance_traveled,track_id,is_male,cluster
5.451524783065809,0.0488890763729143,0.5033866150770118,13601.221454121862,1427,1,1
1.899558866503232,0.1524894528020888,0.1700698886239846,4471.239566987548,3934,1,2
4.937072092374097,0.0455961639892353,0.4316687286649845,16146.790447979272,1581,1,1
4.324765528346432,0.1173713489781157,0.4212623158973597,7713.523942936656,1637,1,5
3.616582298706365,0.4932044784910709,0.3355007732515168,1232.418875890899,2524,0,7
1.8844895492385745,0.1469062580785206,0.1595997745213662,3029.4083121071017,2486,0,2
2.510440495268593,0.050688736760769,0.213597041737521,14918.315395210884,2402,0,1
3.00326403496878,0.3185248032201258,0.1926193044589491,4349.91324741465,1868,0,6
4.952443795097367,0.8953431228687831,0.3134298468863462,1621.8916182234846,5997,0,7
2.888146398772527,0.3566021732433237,0.1945859069965259,2264.598560401327,10144,0,7
2.5068908491959805,0.1453536483774163,0.2382218743617806,1418.773149447935,9290,0,7
3.049605203834095,0.095409927998154,0.2499338770485455,7043.874332472415,1444,1,2
2.807596610206644,0.0628862197831972,0.1940309261468678,2538.0801377155904,4895,0,2
4.982890013388538,0.0991148452724394,0.469954800558284,4021.00396472836,3365,1,6
1.633741852298929,0.1548065909446631,0.1809323661487356,6335.411315179765,1800,0,2
5.10024951704493,0.0613979035476878,0.4518893984825206,11988.21079720674,612,1,8
7.992334394868644,0.4085739496479528,0.5308766613296375,1790.1279135385976,229,1,0
